"gene_name","gene_id","gene_biotype","Mock","Rabies","log2FoldChange","padj"
"Gm37602","ENSMUSG00000102747","TEC",0.31,0.29,-0.08,
"2900022M07Rik","ENSMUSG00000102386","TEC",1.09,0.33,-1.69,0.999947203556063
"2900002M20Rik","ENSMUSG00000103004","TEC",0.04,0.01,-2.09,
"Gm9884","ENSMUSG00000104516","TEC",1.24,0.7,-0.81,0.999947203556063
"Gm18443","ENSMUSG00000101618","processed_pseudogene",0,0,,
"Gm19123","ENSMUSG00000099458","processed_pseudogene",0,0,,
"Gm24064","ENSMUSG00000088111","snoRNA",0,0,,
"4931408C20Rik","ENSMUSG00000073722","protein_coding",0,0,,
"n-R5s209","ENSMUSG00000095256","rRNA",0,0,,
"Gm19641","ENSMUSG00000100310","processed_pseudogene",0,0,,
"Gm5524","ENSMUSG00000101514","lncRNA",0,0.01,0.98,
"Gm18776","ENSMUSG00000101033","processed_pseudogene",0,0,,
"Gm19028","ENSMUSG00000101372","processed_pseudogene",0,0,,
"Gm38089","ENSMUSG00000103241","TEC",0,0,,
"Gm7846","ENSMUSG00000086240","processed_pseudogene",0,0.05,2.91,
"Gm597","ENSMUSG00000048411","protein_coding",0,0.01,0.35,
"Gm5697","ENSMUSG00000081557","processed_pseudogene",0,0.01,0.35,
"Gm6462","ENSMUSG00000058590","processed_pseudogene",0,0,,
"Gm18033","ENSMUSG00000101235","processed_pseudogene",0,0,,
"Gm25586","ENSMUSG00000064433","misc_RNA",0,0,,
"Gm22679","ENSMUSG00000080625","miRNA",0,0,,
"Gm23785","ENSMUSG00000080391","miRNA",0,0,,
"Mir6342","ENSMUSG00000099257","miRNA",0,0,,
"Gm5525","ENSMUSG00000099492","processed_pseudogene",0.12,0.03,-1.9,
"Gm7858","ENSMUSG00000101726","processed_pseudogene",0,0,,
"Gm23771","ENSMUSG00000096829","miRNA",0,0,,
"Gm27430","ENSMUSG00000098883","miRNA",0,0,,
"Gm9898","ENSMUSG00000053185","lncRNA",0.08,0.04,-1.11,
"Gm6473","ENSMUSG00000100261","unprocessed_pseudogene",0.04,0.17,2.16,
"Gm2914","ENSMUSG00000101180","processed_pseudogene",0,0.03,2.06,
"Phf3","ENSMUSG00000048874","protein_coding",85.02,99.46,0.23,0.999947203556063
"Gm37522","ENSMUSG00000103783","TEC",0,0.02,1.78,
"Gm37906","ENSMUSG00000104315","TEC",0.16,0.07,-1.09,
"Ptp4a1","ENSMUSG00000117310","protein_coding",0.04,0.14,1.94,
"Ptp4a1","ENSMUSG00000026064","protein_coding",0.23,0.57,1.32,0.999947203556063
"Gm5698","ENSMUSG00000117091","protein_coding",0,0,,
"Gm9458","ENSMUSG00000086726","processed_pseudogene",0,0,,
"4931428L18Rik","ENSMUSG00000086727","protein_coding",0,0,,
"Gm28644","ENSMUSG00000100237","lncRNA",0,0,,
"Gm27362","ENSMUSG00000098529","rRNA",0,0,,
"Gm29128","ENSMUSG00000100910","lncRNA",0,0,,
"Gm7893","ENSMUSG00000099796","processed_pseudogene",0,0.04,2.31,
"Lgsn","ENSMUSG00000050217","protein_coding",0,0.14,4.33,
"Pih1d3","ENSMUSG00000026063","protein_coding",0,0.01,0.35,
"Gm26145","ENSMUSG00000077664","snoRNA",0,0,,
"Gm4850","ENSMUSG00000100205","processed_pseudogene",0,0,,
"Gm28645","ENSMUSG00000100592","processed_pseudogene",0,0,,
"Gm6489","ENSMUSG00000094215","processed_pseudogene",0,0,,
"Gm10307","ENSMUSG00000101093","processed_pseudogene",0.08,0.04,-0.86,
"Gm19680","ENSMUSG00000070960","processed_pseudogene",0,0.02,1.19,
"Gm23032","ENSMUSG00000088620","snRNA",0,0,,
"Gm7910","ENSMUSG00000082159","processed_pseudogene",0,0,,
"Khdrbs2","ENSMUSG00000026058","protein_coding",8.05,9.49,0.26,0.999947203556063
"Gm25814","ENSMUSG00000064688","snRNA",0,0,,
"Gm37999","ENSMUSG00000103482","TEC",0.47,0.16,-1.58,
"Gm37110","ENSMUSG00000104498","TEC",0.04,0.02,-1.26,
"Gm37911","ENSMUSG00000104313","TEC",0,0,,
"Gm9839","ENSMUSG00000102865","TEC",0.54,0.34,-0.64,0.999947203556063
"Gm37792","ENSMUSG00000102321","TEC",0.54,0.32,-0.75,0.999947203556063
"Gm5415","ENSMUSG00000091318","protein_coding",1.71,1.4,-0.28,0.999947203556063
"Gm24732","ENSMUSG00000089489","snRNA",0,0,,
"Gm37426","ENSMUSG00000104433","TEC",0.08,0.17,1.16,
"Gm23024","ENSMUSG00000089395","misc_RNA",0,0,,
"Gm37151","ENSMUSG00000102926","TEC",0,0,,
"Gm28624","ENSMUSG00000100497","processed_pseudogene",0,0.01,0.35,
"Gm37724","ENSMUSG00000102917","lncRNA",0,0,,
"Gm7114","ENSMUSG00000100481","processed_pseudogene",0.08,0.05,-0.54,
"Gm4785","ENSMUSG00000100590","processed_pseudogene",0.04,0.01,-2.09,
"Gm24901","ENSMUSG00000088750","snRNA",0,0,,
"Gm37591","ENSMUSG00000104230","lncRNA",0,0.02,1.72,
"Gm2987","ENSMUSG00000101754","processed_pseudogene",0,0,,
"Gm25792","ENSMUSG00000065223","snRNA",0,0,,
"Gm18799","ENSMUSG00000100318","processed_pseudogene",0,0,,
"Gm7933","ENSMUSG00000101612","processed_pseudogene",0.04,0.02,-1.26,
"Gm23453","ENSMUSG00000065260","snRNA",0,0,,
"Prim2","ENSMUSG00000026134","protein_coding",6.1,7.19,0.24,0.999947203556063
"Gm29228","ENSMUSG00000101682","processed_pseudogene",0,0.04,2.33,
"Gm37618","ENSMUSG00000102714","TEC",0.04,0.01,-2.09,
"Gm17813","ENSMUSG00000102093","processed_pseudogene",0,0,,
"1700001G17Rik","ENSMUSG00000103746","TEC",0.51,0.34,-0.56,0.999947203556063
"Gm38173","ENSMUSG00000102198","TEC",0,0.05,2.74,
"Rab23","ENSMUSG00000004768","protein_coding",33.82,29.76,-0.18,0.999947203556063
"Bag2","ENSMUSG00000042215","protein_coding",8.12,6.56,-0.29,0.999947203556063
"Gm37905","ENSMUSG00000103072","TEC",0,0.03,2.35,
"Zfp451","ENSMUSG00000042197","protein_coding",49.68,53.09,0.1,0.999947203556063
"Gm15455","ENSMUSG00000081402","processed_pseudogene",0.04,0.14,1.88,
"Bend6","ENSMUSG00000042182","protein_coding",189.08,123.35,-0.57,0.999947203556063
"Gm37067","ENSMUSG00000104416","TEC",0.39,0.23,-0.77,
"Dst","ENSMUSG00000026131","protein_coding",481.65,518.04,0.11,0.999947203556063
"Gm37354","ENSMUSG00000103596","TEC",0.08,0.04,-0.88,
"Gm28631","ENSMUSG00000099382","processed_pseudogene",0,0,,
"Gm23792","ENSMUSG00000084506","snRNA",0,0,,
"Gm38157","ENSMUSG00000103364","TEC",0.58,0.57,-0.04,0.999947203556063
"Mir6896","ENSMUSG00000105982","miRNA",0,0,,
"Gm26788","ENSMUSG00000096992","lncRNA",0.23,0.19,-0.33,
"A930005N03Rik","ENSMUSG00000103001","TEC",0,0.01,0.98,
"Gm37958","ENSMUSG00000104397","lncRNA",0,0,,
"Gm37385","ENSMUSG00000102839","TEC",0,0,,
"Gm5266","ENSMUSG00000101206","processed_pseudogene",0,0,,
"Gm3052","ENSMUSG00000101462","transcribed_processed_pseudogene",0.74,0.39,-0.82,0.999947203556063
"Gm37233","ENSMUSG00000102336","lncRNA",1.67,1.64,0,0.999947203556063
"Mir5103","ENSMUSG00000092852","miRNA",0,0,,
"Ccdc115","ENSMUSG00000042111","protein_coding",19.01,19.1,0.01,0.999947203556063
"Gm28306","ENSMUSG00000101711","lncRNA",0.04,0.07,0.89,
"Imp4","ENSMUSG00000026127","protein_coding",29.93,32.04,0.1,0.999947203556063
"Ptpn18","ENSMUSG00000026126","protein_coding",0.86,2.77,1.73,0.794971989620033
"Gm28417","ENSMUSG00000100280","lncRNA",0.12,0.37,1.67,
"4930568A12Rik","ENSMUSG00000101223","lncRNA",0.04,0.23,2.55,
"Prss39","ENSMUSG00000026125","protein_coding",0,0.21,4.95,
"Gm28416","ENSMUSG00000101116","processed_pseudogene",0,0,,
"Cfc1","ENSMUSG00000026124","protein_coding",0,0.04,2.55,
"Gm28419","ENSMUSG00000101803","processed_pseudogene",0,0,,
"Prss40","ENSMUSG00000037529","protein_coding",0,0.07,3.2,
"1700101I19Rik","ENSMUSG00000045815","lncRNA",0.04,0.01,-2.09,
"Amer3","ENSMUSG00000045174","protein_coding",35.3,35.48,0.01,0.999947203556063
"Gm28418","ENSMUSG00000100524","processed_pseudogene",0,0.02,1.19,
"Gm36984","ENSMUSG00000102499","processed_pseudogene",0,0,,
"Gm29730","ENSMUSG00000103521","processed_pseudogene",0,0,,
"AA619741","ENSMUSG00000104098","processed_pseudogene",0,0.26,5.23,
"Arhgef4","ENSMUSG00000037509","protein_coding",167.66,124.9,-0.39,0.999947203556063
"Gm37224","ENSMUSG00000102537","processed_pseudogene",0.04,0.04,-0.14,
"Gm37845","ENSMUSG00000102612","processed_pseudogene",0,0.01,0.35,
"Arhgef4","ENSMUSG00000118272","protein_coding",0,0,,
"Gm38336","ENSMUSG00000104002","lncRNA",2.88,2.46,-0.22,0.999947203556063
"Fam168b","ENSMUSG00000037503","protein_coding",363.04,332.77,-0.13,0.999947203556063
"Gm37127","ENSMUSG00000104358","TEC",0.39,0.68,0.8,0.999947203556063
"Plekhb2","ENSMUSG00000026123","protein_coding",340.38,258.53,-0.38,0.999947203556063
"Gm19430","ENSMUSG00000103716","processed_pseudogene",0,0,,
"Gm37670","ENSMUSG00000103548","processed_pseudogene",0,0.01,0.98,
"Gm8009","ENSMUSG00000103760","processed_pseudogene",0,0.01,0.35,
"Gm38027","ENSMUSG00000103997","processed_pseudogene",0,0,,
"Gm25096","ENSMUSG00000077231","snoRNA",0,0,,
"Gm37068","ENSMUSG00000104417","lncRNA",0,0.01,0.35,
"Gm25634","ENSMUSG00000064601","snRNA",0,0,,
"Gm28415","ENSMUSG00000101714","lncRNA",0,0.01,0.35,
"1110002O04Rik","ENSMUSG00000102531","lncRNA",0.19,0.11,-0.84,
"Gm8022","ENSMUSG00000103096","processed_pseudogene",0,0,,
"Gm37146","ENSMUSG00000102279","lncRNA",0,0.02,1.19,
"Gm33222","ENSMUSG00000103708","lncRNA",0.04,0.04,0.09,
"4930535G08Rik","ENSMUSG00000104201","lncRNA",0,0,,
"Gm38049","ENSMUSG00000102434","TEC",0.08,0.02,-2.27,
"Hs6st1","ENSMUSG00000045216","protein_coding",73.47,68.39,-0.1,0.999947203556063
"Gm37335","ENSMUSG00000104523","lncRNA",0,0,,
"Gm33280","ENSMUSG00000102202","lncRNA",0.51,0.38,-0.42,0.999947203556063
"Uggt1","ENSMUSG00000037470","protein_coding",75.45,78.24,0.05,0.999947203556063
"Mir6897","ENSMUSG00000098752","miRNA",0,0,,
"Neurl3","ENSMUSG00000047180","protein_coding",0.62,8.19,3.8,7.41551925468127e-05
"Arid5a","ENSMUSG00000037447","protein_coding",14.54,48.77,1.99,0.0780877145170257
"4930403P22Rik","ENSMUSG00000102762","lncRNA",0.08,0.09,0.22,
"Kansl3","ENSMUSG00000010453","protein_coding",119.89,135.05,0.18,0.999947203556063
"Mir6898","ENSMUSG00000098680","miRNA",0,0.02,1.19,
"Fer1l5","ENSMUSG00000037432","protein_coding",13.53,12.73,-0.08,0.999947203556063
"Lman2l","ENSMUSG00000001143","protein_coding",52.64,50.37,-0.06,0.999947203556063
"Cnnm4","ENSMUSG00000037408","protein_coding",20.29,20.31,0,0.999947203556063
"Gm37909","ENSMUSG00000104316","TEC",0.04,0.02,-0.66,
"Gm47280","ENSMUSG00000106081","miRNA",0,0,,
"Cnnm3","ENSMUSG00000001138","protein_coding",48.01,44.99,-0.09,0.999947203556063
"Gm38033","ENSMUSG00000102845","lncRNA",0,0,,
"Ankrd23","ENSMUSG00000067653","protein_coding",1.17,0.92,-0.29,0.999947203556063
"Gm42417","ENSMUSG00000109510","protein_coding",0,0,,
"Ankrd39","ENSMUSG00000079610","protein_coding",11.08,12.74,0.21,0.999947203556063
"Sema4c","ENSMUSG00000026121","protein_coding",27.56,30.76,0.17,0.999947203556063
"D430040D24Rik","ENSMUSG00000087589","lncRNA",2.53,1.82,-0.48,0.999947203556063
"Fam178b","ENSMUSG00000046337","protein_coding",0.35,0.31,-0.15,
"Gm6428","ENSMUSG00000089906","processed_pseudogene",0,0,,
"Gm24133","ENSMUSG00000077939","miRNA",0,0,,
"Cox5b","ENSMUSG00000061518","protein_coding",161.64,129.33,-0.32,0.999947203556063
"Actr1b","ENSMUSG00000037351","protein_coding",387.73,294.1,-0.39,0.999947203556063
"4933424G06Rik","ENSMUSG00000102416","protein_coding",0.54,0.42,-0.35,0.999947203556063
"Gm33533","ENSMUSG00000104237","lncRNA",0.89,0.72,-0.19,0.999947203556063
"Zap70","ENSMUSG00000026117","protein_coding",3.19,5.91,0.9,0.999947203556063
"Gm18828","ENSMUSG00000097291","transcribed_processed_pseudogene",0,0.03,2.09,
"Tmem131","ENSMUSG00000026116","protein_coding",85.09,89.11,0.07,0.999947203556063
"Gm37506","ENSMUSG00000103016","TEC",0,0,,
"Gm38115","ENSMUSG00000102930","lncRNA",0.04,0.01,-2.09,
"F830112A20Rik","ENSMUSG00000103159","TEC",0.04,0.05,0.46,
"Rpl12-ps1","ENSMUSG00000080054","processed_pseudogene",0,0.01,0.35,
"n-R5s210","ENSMUSG00000095944","rRNA",0,0.02,1.19,
"Vwa3b","ENSMUSG00000050122","protein_coding",2.1,2.75,0.41,0.999947203556063
"Gm37020","ENSMUSG00000103603","lncRNA",0.12,0.11,-0.02,
"Cnga3","ENSMUSG00000026114","protein_coding",0.27,0.55,1.02,0.999947203556063
"1700074A21Rik","ENSMUSG00000102231","TEC",0,0,,
"Inpp4a","ENSMUSG00000026113","protein_coding",198.96,148.99,-0.37,0.999947203556063
"4930439A04Rik","ENSMUSG00000086064","lncRNA",0.04,0.02,-1.06,
"Gm37135","ENSMUSG00000102879","TEC",0,0.02,1.72,
"Coa5","ENSMUSG00000026112","protein_coding",82.96,79.71,-0.05,0.999947203556063
"Unc50","ENSMUSG00000026111","protein_coding",40.16,41.21,0.04,0.999947203556063
"Mgat4a","ENSMUSG00000026110","protein_coding",47.39,54.14,0.19,0.999947203556063
"4930594C11Rik","ENSMUSG00000103948","TEC",0.04,0.11,1.55,
"Gm43213","ENSMUSG00000087233","processed_pseudogene",0.04,0.02,-1.06,
"2010300C02Rik","ENSMUSG00000026090","protein_coding",222.4,186.89,-0.23,0.999947203556063
"4930556I23Rik","ENSMUSG00000089767","lncRNA",1.28,1.1,-0.15,0.999947203556063
"4930470B04Rik","ENSMUSG00000104365","TEC",0.04,0.29,2.97,
"Gm19863","ENSMUSG00000102650","TEC",0,0.15,4.39,
"Tsga10","ENSMUSG00000060771","protein_coding",14.31,11.65,-0.28,0.999947203556063
"Gm26805","ENSMUSG00000097268","lncRNA",1.21,1.6,0.48,0.999947203556063
"Lipt1","ENSMUSG00000037216","protein_coding",4.59,8.05,1.06,0.999947203556063
"Mitd1","ENSMUSG00000026088","protein_coding",5.01,28.88,2.73,0.00217569192369714
"Mrpl30","ENSMUSG00000026087","protein_coding",46.26,51.44,0.17,0.999947203556063
"Lyg2","ENSMUSG00000061584","protein_coding",0.12,0.17,0.52,
"Gm15457","ENSMUSG00000087374","lncRNA",0,0.09,3.65,
"Lyg1","ENSMUSG00000026085","protein_coding",0,0.02,1.19,
"Gm23409","ENSMUSG00000089141","misc_RNA",0,0,,
"Txndc9","ENSMUSG00000058407","protein_coding",37.71,42.41,0.19,0.999947203556063
"Eif5b","ENSMUSG00000026083","protein_coding",97.65,122.24,0.36,0.999947203556063
"Rev1","ENSMUSG00000026082","protein_coding",22.94,27.96,0.3,0.999947203556063
"Gm37062","ENSMUSG00000103804","lncRNA",0.58,0.38,-0.62,0.999947203556063
"Gm5099","ENSMUSG00000102716","lncRNA",0,0.01,0.35,
"Aff3","ENSMUSG00000037138","protein_coding",55.51,47.82,-0.21,0.999947203556063
"Gm16150","ENSMUSG00000085391","lncRNA",0.27,0.22,-0.34,
"Gm16151","ENSMUSG00000085280","lncRNA",0.08,0.04,-1.11,
"Gm16152","ENSMUSG00000087131","lncRNA",0.23,0.16,-0.6,
"Gm34727","ENSMUSG00000102984","processed_pseudogene",0,0,,
"Gm38135","ENSMUSG00000102541","processed_pseudogene",0,0.02,1.72,
"2610300A13Rik","ENSMUSG00000103531","TEC",0,0.02,1.72,
"Lonrf2","ENSMUSG00000048814","protein_coding",167.62,117.21,-0.47,0.999947203556063
"Chst10","ENSMUSG00000026080","protein_coding",86.92,59.36,-0.5,0.999947203556063
"Gm37707","ENSMUSG00000103647","lncRNA",0.08,0.02,-1.65,
"Gm6621","ENSMUSG00000102447","processed_pseudogene",0.04,0.04,0.11,
"Nms","ENSMUSG00000067604","protein_coding",0.08,0.16,1.05,
"Pdcl3","ENSMUSG00000026078","protein_coding",30.13,28.64,-0.07,0.999947203556063
"Gm37309","ENSMUSG00000103046","TEC",2.29,2.42,0.08,0.999947203556063
"Gm37821","ENSMUSG00000104188","lncRNA",0,0.08,3.44,
"Gm37091","ENSMUSG00000103182","TEC",0,0,,
"Mir6349","ENSMUSG00000098833","miRNA",0,0,,
"Npas2","ENSMUSG00000026077","protein_coding",32.5,24.47,-0.38,0.999947203556063
"Gm20428","ENSMUSG00000092553","processed_pseudogene",0.04,0.02,-1.26,
"Gm3617","ENSMUSG00000092563","processed_pseudogene",0.08,0.03,-1.39,
"Rpl31","ENSMUSG00000073702","protein_coding",97.3,132.88,0.49,0.999947203556063
"Tbc1d8","ENSMUSG00000003134","protein_coding",38.76,32.23,-0.24,0.999947203556063
"Gm37265","ENSMUSG00000102607","TEC",0.04,0.01,-1.46,
"Gm24826","ENSMUSG00000065629","snoRNA",0,0,,
"Gm24826","ENSMUSG00000104827","snoRNA",0,0,,
"Cnot11","ENSMUSG00000003135","protein_coding",28.46,30.9,0.12,0.999947203556063
"Gm15832","ENSMUSG00000085894","lncRNA",1.87,1.87,0,0.999947203556063
"Snord89","ENSMUSG00000077704","snoRNA",0.19,0.29,0.57,
"Rnf149","ENSMUSG00000048234","protein_coding",22.27,31.82,0.54,0.999947203556063
"Gm23722","ENSMUSG00000064936","snoRNA",0.04,0.01,-1.46,
"Gm5100","ENSMUSG00000102471","processed_pseudogene",0.12,0.08,-0.49,
"Creg2","ENSMUSG00000050967","protein_coding",80.86,52.58,-0.55,0.999947203556063
"D930019O06Rik","ENSMUSG00000097083","lncRNA",2.33,1.66,-0.48,0.999947203556063
"Rfx8","ENSMUSG00000057173","protein_coding",0.39,0.2,-0.98,
"Gm3646","ENSMUSG00000091937","protein_coding",0,0,,
"1700066B17Rik","ENSMUSG00000101634","lncRNA",0.12,0.07,-0.85,
"Map4k4","ENSMUSG00000026074","protein_coding",206.61,186.98,-0.14,0.999947203556063
"4930456G14Rik","ENSMUSG00000102985","TEC",0.54,0.31,-0.71,0.999947203556063
"Il1r2","ENSMUSG00000026073","protein_coding",0.58,2.91,3.08,0.244616845506646
"Gm16894","ENSMUSG00000097899","lncRNA",0.7,0.45,-0.57,0.999947203556063
"Gm37347","ENSMUSG00000102975","TEC",0,0.01,0.35,
"Il1r1","ENSMUSG00000026072","protein_coding",5.71,13.05,1.21,0.612611806253185
"Gm38070","ENSMUSG00000103560","TEC",0,0.06,3.07,
"Il1rl2","ENSMUSG00000070942","protein_coding",1.24,2.06,0.77,0.999947203556063
"Gm17970","ENSMUSG00000103230","processed_pseudogene",0.08,0.01,-2.46,
"Il1rl1","ENSMUSG00000026069","protein_coding",0.12,0.63,2.43,0.999947203556063
"Il18r1","ENSMUSG00000026070","protein_coding",0,2.67,8.63,0.00562900006513236
"Il18rap","ENSMUSG00000026068","protein_coding",0.08,3.41,5.58,0.00196074570533605
"Gm35801","ENSMUSG00000104441","lncRNA",0,0,,
"Slc9a4","ENSMUSG00000026065","protein_coding",2.02,1.49,-0.42,0.999947203556063
"Gm37435","ENSMUSG00000102676","TEC",0.04,0.02,-0.72,
"Slc9a2","ENSMUSG00000026062","protein_coding",10.88,16.29,0.65,0.999947203556063
"Gm37623","ENSMUSG00000103679","lncRNA",0,0.04,2.54,
"Gm37915","ENSMUSG00000103270","lncRNA",0.16,0.13,-0.24,
"Mfsd9","ENSMUSG00000041945","protein_coding",1.79,1.63,-0.08,0.999947203556063
"Tmem182","ENSMUSG00000079588","protein_coding",0.19,0.21,0.11,
"Gm5973","ENSMUSG00000094136","processed_pseudogene",0,0,,
"4930448I06Rik","ENSMUSG00000104072","lncRNA",0,0,,
"Gm28634","ENSMUSG00000100185","lncRNA",0,0,,
"Gm29260","ENSMUSG00000100832","lncRNA",0.31,0.8,1.64,0.999947203556063
"Gm5267","ENSMUSG00000100178","processed_pseudogene",0,0,,
"Gm8176","ENSMUSG00000101877","processed_pseudogene",0,0,,
"Gm9915","ENSMUSG00000053640","lncRNA",0,0.02,1.72,
"Gm29664","ENSMUSG00000101919","lncRNA",0,0,,
"Gm28175","ENSMUSG00000101299","lncRNA",1.32,0.97,-0.44,0.999947203556063
"Gm28140","ENSMUSG00000100180","lncRNA",0.04,0,-3.35,
"Gm37047","ENSMUSG00000103106","TEC",0.12,0.01,-3.67,
"Pantr1","ENSMUSG00000060424","lncRNA",28.26,20.68,-0.44,0.999947203556063
"4930420N18Rik","ENSMUSG00000104199","TEC",0.04,0.06,0.64,
"Gm20646","ENSMUSG00000093436","lncRNA",3.62,2.35,-0.59,0.999947203556063
"Pou3f3","ENSMUSG00000045515","protein_coding",103.09,89.81,-0.18,0.999947203556063
"Pantr2","ENSMUSG00000097063","lncRNA",2.18,3.13,0.56,0.999947203556063
"Dalir","ENSMUSG00000099784","lncRNA",1.94,1.39,-0.48,0.999947203556063
"Mrps9","ENSMUSG00000060679","protein_coding",37.4,37.87,0.02,0.999947203556063
"Gm23126","ENSMUSG00000077448","snoRNA",0,0.01,0.35,
"Gpr45","ENSMUSG00000041907","protein_coding",13.68,8.68,-0.63,0.999947203556063
"Gm24001","ENSMUSG00000089088","miRNA",0,0,,
"Tgfbrap1","ENSMUSG00000070939","protein_coding",68.38,65.78,-0.06,0.999947203556063
"Gm28782","ENSMUSG00000100269","lncRNA",0.04,0.01,-2.09,
"8430432A02Rik","ENSMUSG00000041878","lncRNA",0.82,0.56,-0.55,0.999947203556063
"AI597479","ENSMUSG00000010290","protein_coding",34.95,29.54,-0.23,0.999947203556063
"Fhl2","ENSMUSG00000008136","protein_coding",31.6,32.33,0.04,0.999947203556063
"Gm8210","ENSMUSG00000094497","processed_pseudogene",2.68,3.02,0.2,0.999947203556063
"Gm29040","ENSMUSG00000099576","lncRNA",0,0.09,3.74,
"Gm29610","ENSMUSG00000099694","processed_pseudogene",0,0.01,0.98,
"Gm29041","ENSMUSG00000101923","processed_pseudogene",0,0,,
"Nck2","ENSMUSG00000066877","protein_coding",29.35,24.89,-0.23,0.999947203556063
"Gm37536","ENSMUSG00000103422","TEC",0.04,0.04,-0.11,
"Gm38228","ENSMUSG00000103945","TEC",0.23,0.26,0.19,
"1500015O10Rik","ENSMUSG00000026051","protein_coding",10.65,5.81,-0.82,0.999947203556063
"Gm29155","ENSMUSG00000100764","lncRNA",0.27,0.12,-1.19,
"Gm29157","ENSMUSG00000100635","lncRNA",0.31,0.17,-0.86,
"Gm29156","ENSMUSG00000100480","lncRNA",0.58,0.48,-0.22,0.999947203556063
"Uxs1","ENSMUSG00000057363","protein_coding",37.4,36.31,-0.04,0.999947203556063
"Gm16103","ENSMUSG00000090243","processed_pseudogene",4.55,1.23,-1.36,0.999947203556063
"Gm19587","ENSMUSG00000100701","processed_pseudogene",0.23,0.17,-0.42,
"Gm8241","ENSMUSG00000101395","processed_pseudogene",0,0,,
"Gm26352","ENSMUSG00000088848","snoRNA",0,0,,
"Gm24180","ENSMUSG00000095757","miRNA",0,0,,
"Tpp2","ENSMUSG00000041763","protein_coding",38.29,48.52,0.34,0.999947203556063
"Mettl21c","ENSMUSG00000047343","protein_coding",0.27,0.26,-0.09,
"Gm15838","ENSMUSG00000090106","processed_pseudogene",0,0,,
"Gm8251","ENSMUSG00000091844","protein_coding",0,0.37,5.7,
"Tex30","ENSMUSG00000026049","protein_coding",2.02,3.09,0.62,0.999947203556063
"Gm29247","ENSMUSG00000101104","lncRNA",0,0,,
"Kdelc1","ENSMUSG00000026047","protein_coding",7.15,7.35,0.04,0.999947203556063
"Bivm","ENSMUSG00000041684","protein_coding",18.66,18.81,0.02,0.999947203556063
"Ercc5","ENSMUSG00000026048","protein_coding",28.84,37.03,0.38,0.999947203556063
"Mettl21e","ENSMUSG00000046828","protein_coding",0.08,0.08,0.1,
"Gm15833","ENSMUSG00000089703","processed_pseudogene",0.04,0.09,1.29,
"Gm5700","ENSMUSG00000100966","processed_pseudogene",0,0,,
"Gm28893","ENSMUSG00000100769","lncRNA",0.04,0,-3.35,
"Txn-ps1","ENSMUSG00000101567","processed_pseudogene",0,0.02,1.72,
"Gulp1","ENSMUSG00000056870","protein_coding",4.08,4.61,0.19,0.999947203556063
"Gm37626","ENSMUSG00000102319","TEC",0.08,0.01,-3.09,
"Gm16102","ENSMUSG00000089877","processed_pseudogene",0.04,0.02,-1.26,
"4930521E06Rik","ENSMUSG00000101701","lncRNA",0,0,,
"Gm38110","ENSMUSG00000103071","TEC",0,0.01,0.35,
"Gm3489","ENSMUSG00000100434","processed_pseudogene",0,0,,
"Gm19480","ENSMUSG00000100013","processed_pseudogene",0,0,,
"Gm3496","ENSMUSG00000101251","processed_pseudogene",0,0,,
"Gm5268","ENSMUSG00000101937","processed_pseudogene",0,0,,
"Col3a1","ENSMUSG00000026043","protein_coding",10.88,12.74,0.23,0.999947203556063
"Gm47302","ENSMUSG00000105211","miRNA",0,0,,
"Col5a2","ENSMUSG00000026042","protein_coding",12.28,14.07,0.2,0.999947203556063
"Gm38211","ENSMUSG00000104476","TEC",0.04,0.01,-1.46,
"Gm8296","ENSMUSG00000100218","processed_pseudogene",0,0.01,0.35,
"Gm7063","ENSMUSG00000100361","processed_pseudogene",0,0,,
"Gm8304","ENSMUSG00000100894","processed_pseudogene",0,0,,
"Gm23216","ENSMUSG00000095121","snRNA",0,0,,
"Gm23974","ENSMUSG00000065255","snoRNA",0,0,,
"Gm8307","ENSMUSG00000100843","processed_pseudogene",0,0.02,1.72,
"Gm23984","ENSMUSG00000087764","ribozyme",0,0,,
"Wdr75","ENSMUSG00000025995","protein_coding",21.92,29.61,0.45,0.999947203556063
"Gm28906","ENSMUSG00000099850","processed_pseudogene",0,0.02,1.72,
"Gm5526","ENSMUSG00000084817","processed_pseudogene",0.12,0.1,-0.19,
"Gm5269","ENSMUSG00000098549","protein_coding",0.04,0.01,-2.09,
